Name,Type,County,ElectionDate,Amount,Purpose,Description,PropNumber,VotesFor,VotesAgainst,Result
Burleson ISD,ISD,Johnson,5/6/17,85000000,Building,School Building / Auditorium,1,2301,1722,Carried
Hays CISD,ISD,Hays,5/6/17,189850000,Building,School  Building,1,1252,850,Carried
Paint Creek ISD,ISD,Haskell,5/6/17,3645000,Renovations,Athletic Facility Improvements,1,59,10,Carried
Hays CISD,ISD,Hays,5/6/17,60150000,Building,School  Building,2,1362,742,Carried
Olney ISD,ISD,Young,5/6/17,5500000,Building,School  Building,1,205,94,Carried
White Oak ISD,ISD,Gregg,5/6/17,19005000,Building,School  Building,1,858,473,Carried
Clear Creek ISD,ISD,Galveston,5/6/17,487000000,Building,School  Building,1,5408,2412,Carried
Tyler ISD,ISD,Smith,5/6/17,198000000,Building,School  Building,1,6402,1327,Carried
Grapeland ISD,ISD,Houston,5/6/17,7750000,Building,School  Building,1,409,255,Carried
Oakwood ISD,ISD,Leon,5/6/17,550000,Building,School  Building,1,1,0,Carried
Goldthwaite ISD,ISD,Mills,5/6/17,15500000,Building,School  Building,1,391,277,Carried
Southside ISD,ISD,Bexar,5/6/17,59750000,Building,School  Building,1,545,472,Carried
Redwater ISD,ISD,Bowie,5/6/17,8000000,Building,School  Building,1,1,0,Carried
Comal ISD,ISD,"Comal, Bexar, Guadalupe, Hays & Kendall",5/6/17,263500000,Building,School  Building,1,5595,1573,Carried
Valley Mills ISD,ISD,Bosque,5/6/17,8400000,Building,School  Building,1,272,148,Carried
Judson ISD,ISD,Bexar,5/6/17,60000000,Building,School  Building,1,2191,1340,Carried
Muenster ISD,ISD,Cooke,5/6/17,2400000,Building,School Bulding & Buses,1,534,238,Carried
Crandall ISD,ISD,Kaufman,5/6/17,125000000,Building,School Building & Gymnasium,1,652,192,Carried
Walcott ISD,ISD,Deaf Smith,5/6/17,1425000,Building,School  Building,1,1,0,Carried
Jarrell ISD,ISD,Williamson,5/6/17,54000000,Building,School Building / Auditorium,1,651,239,Carried
Chico ISD,ISD,Wise,5/6/17,1800000,Building,School Building & Buses,1,97,92,Carried
Carroll ISD,ISD,Tarrant,5/6/17,208000000,Building,School  Building,1,2406,1370,Carried
Mansfield ISD,ISD,Tarrant,5/6/17,275000000,Building,"School Building, Atheltics, Renovations",1,5032,2695,Carried
Port Aransas ISD,ISD,Nueces,5/6/17,6000000,Building,School  Building,1,308,55,Carried
Barbers Hill ISD,ISD,Chambers,5/6/17,120000000,Building,School  Building,1,761,129,Carried
San Marcos CISD,ISD,Hays,5/6/17,107300000,Building,School Building & Buses,1,1999,679,Carried
Plemons-Stinnett-Phillips CISD,ISD,Hutchinson,5/6/17,1160000,Building,School  Building,1,1,0,Carried
Rice ISD,ISD,Navarro,5/6/17,15900000,Building,School  Building,1,99,43,Carried
Franklin ISD,ISD,Robertson,5/6/17,9000000,Building,School  Building,1,273,223,Carried
Kerens ISD,ISD,Navarro,5/6/17,16950000,Building,School  Building,1,337,227,Carried
Lewisville ISD,ISD,Denton,5/6/17,737550000,Building,School Building & Technology,1,9244,5564,Carried
Argyle ISD,ISD,Denton,5/6/17,166000000,Building,School Building,1,1098,1052,Carried
Northwest ISD,ISD,Denton,5/6/17,399000000,Building,School Building & Technology,1,1733,1003,Carried
Floydada ISD,ISD,Floyd,5/6/17,44745000,Building,"School Building, Atheltics, Renovations",1,406,283,Carried
La Grange ISD,ISD,Fayette,5/6/17,37900000,Building,School  Building,1,744,427,Carried
Van Alstyne ISD,ISD,Grayson,5/6/17,24000000,Building,School  Building,1,455,293,Carried
Jacksonville ISD,ISD,Cherokee,5/6/17,21000000,Building,School Building/Stadium,1,1020,265,Carried
Trophy Club MUD 1,WD,Denton,5/6/17,2400000,Other,Water,1,322,697,Defeated
Galveston County MUD 12,WD,Galveston,5/6/17,17460000,Other,"Water, Sewer & Drainage",1,94,419,Defeated
Travis County MUD 24,WD,Travis,5/6/17,22250000,Programs,Road,2,1,0,Carried
Valley Ranch Town Center Management District,WD,Mongtomery,5/6/17,40750000,Refund,Parks & Recreation Refunding,2,1,0,Carried
Trail of the Lakes MUD,WD,Harris,5/6/17,14500000,Other,"Water, Sewer & Drainage",1,55,10,Carried
Spring West MUD,WD,Harris,5/6/17,34500000,Other,"Water, Sewer & Drainage",1,1,0,Carried
Trail of the Lakes MUD,WD,Harris,5/6/17,7000000,Other,Parks & Recreation,3,50,16,Carried
Travis County MUD 24,WD,Travis,5/6/17,143625000,Refund,Refunding,4,1,0,Carried
Travis County MUD 23,WD,Travis,5/6/17,9400000,Programs,Parks & Rec,3,1,0,Carried
Renn Road MUD,WD,Harris,5/6/17,35000000,Other,"Water, Sewer & Drainage",1,6,2,Carried
Fort Bend County MUD 190,WD,Fort Bend,5/6/17,19500000,Refund,Parks & Recreation Refunding,3,1,0,Carried
Fort Bend County MUD 050,WD,Fort Bend,5/6/17,90000000,Refund,"Water, Sewer, Drainage and Refunding",1,1,0,Carried
Fort Bend County FWSD 1,WD,Fort Bend,5/6/17,115000000,Refund,"Water, Sewer, Drainage & Refunding",2,1,0,Carried
Nottingham Country MUD,WD,Harris,5/6/17,50000000,Other,"Water, Sewer & Drainage",1,31,9,Carried
Fort Bend County MUD 190,WD,Fort Bend,5/6/17,131630200,Refund,"Water, Sewer, Drainage & Refunding",1,1,0,Carried
Fort Bend County MUD 190,WD,Fort Bend,5/6/17,70708000,Refund,Roads & Refunding Roads,2,1,0,Carried
Fort Bend County MUD 019,WD,Fort Bend,5/6/17,33380000,Other,Water & Sewer,1,1,0,Carried
Valley Ranch Town Center Management District,WD,Mongtomery,5/6/17,44250000,Refund,"Water, Sewer, Drainage and Refunding",1,1,0,Carried
Galveston County WCID 12,WD,Galveston,5/6/17,12650000,Other,"Water, Sewer & Drainage",1,112,24,Carried
Travis County MUD 23,WD,Travis,5/6/17,21200000,Programs,Road,2,1,0,Carried
Harris County FWSD 61,WD,Harris,5/6/17,30000000,Other,"Water, Sewer, Drainage & Refunding",1,1,0,Carried
Travis County MUD 23,WD,Travis,5/6/17,192750000,Refund,Refunding,4,1,0,Carried
Blue Ridge West MUD,WD,Fort Bend,5/6/17,25000000,Refund,Refunding,1,106,53,Carried
Blue Ridge West MUD,WD,Fort Bend,5/6/17,17000000,Other,"Water, Sewer & Drainage",1,106,53,Carried
Valley Ranch Town Center Management District,WD,Mongtomery,5/6/17,63750000,Refund,Road & Refunding Roads,3,1,0,Carried
Travis County MUD 24,WD,Travis,5/6/17,95750000,Programs,"Water, Sewer & Drainage",1,1,0,Carried
Horsepen Bayou MUD,WD,Harris,5/6/17,3150000,Other,Parks & Recreation,1,1,0,Carried
Travis County MUD 24,WD,Travis,5/6/17,10475000,Programs,Parks & Rec,3,1,0,Carried
Fort Bend County FWSD 1,WD,Fort Bend,5/6/17,79000000,Other,Wastewater,1,52,7,Carried
Fort Bend County MUD 050,WD,Fort Bend,5/6/17,21700000,Other,Recreation,1,1,0,Carried
Northgate Crossing MUD 2,WD,Harris,5/6/17,8000000,Other,Parks & Recreation,1,1,0,Carried
Travis County MUD 23,WD,Travis,5/6/17,128500000,Programs,"Water, Sewer & Drainage",1,1,0,Carried
Montgomery County MUD 137,WD,Montgomery,2/28/17,56000000,Programs,Parks and Recreation and Refunding,2,1,0,Carried
Montgomery County MUD 137,WD,Montgomery,2/28/17,185000000,Programs,"Water, Sewer, Drainage & Refunding",1,1,0,Carried
Montgomery County MUD 137,WD,Montgomery,2/28/17,134000000,Programs,Road,3,1,0,Carried
Bauer Landing WCID,WD,Harris,12/31/16,50000000,Other,"Water, Sewer & Drainage",1,1,0,Carried
Amarillo,CITY,Potter-Randall,11/8/16,66625000,Building,Athletic Facility,7,26565,31230,Defeated
Amarillo,CITY,Potter-Randall,11/8/16,41475000,Building,Municipal Building,3,26513,30047,Defeated
Amarillo,CITY,Potter-Randall,11/8/16,83430000,Building,Civic Center,5,29284,39262,Defeated
Amarillo,CITY,Potter-Randall,11/8/16,22250000,Other,Parks and Recreation,4,28552,28980,Defeated
Amarillo,CITY,Potter-Randall,11/8/16,16295000,Building,Fleet Center,6,24975,32291,Defeated
Amarillo,CITY,Potter-Randall,11/8/16,20080000,Other,Public Safety,2,30903,25821,Carried
Huntsville,CITY,Walker,11/8/16,31000000,Other,Police and Fire,1,4886,3095,Carried
Granite Shoals,CITY,Burnet,11/8/16,3000000,Other,Street,1,783,287,Carried
Huntsville,CITY,Walker,11/8/16,73000000,Other,Waterworks and Sewer System,3,5559,2505,Carried
Arlington,CITY,Tarrant,11/8/16,500000000,Building,Baseball Park,1,69939,46621,Carried
Austin,CITY,Travis-Williamson,11/8/16,720000000,Programs,Mobility Projects,1,181873,125683,Carried
Bellaire,CITY,Harris,11/8/16,5600000,Building,Municipal Center,2,5528,2667,Carried
Bellaire,CITY,Harris,11/8/16,24380000,Other,Waterworks and Sewer System,3,6837,1427,Carried
Amarillo,CITY,Potter-Randall,11/8/16,89495000,Other,Street,1,31784,25214,Carried
Port Aransas,CITY,Nueces,11/8/16,4500000,Other,Street and Drainage,1,1256,476,Carried
Caney City,CITY,Henderson,11/8/16,191000,Renovations,Fire Station Improvements,1,1,0,Carried
Thrall,CITY,Williamson,11/8/16,1500000,Other,Road,1,1,0,Carried
Huntsville,CITY,Walker,11/8/16,24000000,Other,Service Center,2,4610,3383,Carried
Bellaire,CITY,Harris,11/8/16,24000000,Other,Street and Drainage,1,6956,1303,Carried
Corpus Christi,CITY,Nueces,11/8/16,18350000,Other,Street Projects,1,49032,26943,Carried
Hays County,COUNTY,Hays,11/8/16,131400000,Other,Road,2,37602,25640,Carried
Parker County,COUNTY,Parker,11/8/16,76200000,Other,Road,1,27174,19540,Carried
Hunt County,COUNTY,Hunt,11/8/16,24500000,Other,Transportation,1,17828,9734,Carried
Bosque County,COUNTY,Bosque,11/8/16,9800000,Building,Law Enforcement Center,1,4508,2191,Carried
Hays County,COUNTY,Hays,11/8/16,106400000,Building,Jail,1,32235,30788,Carried
Taylor County,COUNTY,Taylor,11/8/16,55000000,Building,Expo Center,1,29212,11574,Carried
Fannin County,COUNTY,Fannin,11/8/16,12500000,Renovations,Courthouse Improvements,1,6304,3831,Carried
McCulloch County,COUNTY,McCulloch,11/8/16,9550000,Building,Law Enforcement Center,1,1428,1325,Carried
Anderson County,COUNTY,Anderson,11/8/16,20000000,Other,Road,1,9014,5085,Carried
Skidmore-Tynan ISD,ISD,Bee,11/8/16,4500000,Building,School Building,1,227,269,Defeated
Burton ISD,ISD,Washington,11/8/16,18000000,Building,School Building,1,389,556,Defeated
Dublin ISD,ISD,Erath,11/8/16,10800000,Building,School Building,1,853,1108,Defeated
Bastrop ISD,ISD,Bastrop,11/8/16,75000000,Building,School Building,1,7190,8425,Defeated
Wills Point ISD,ISD,Van Zandt,11/8/16,42500000,Building,School Building,1,761,834,Defeated
Nocona ISD,ISD,Montague,11/8/16,16800000,Building,School Building,1,768,1149,Defeated
Bay City ISD,ISD,Matagorda,11/8/16,124000000,Building,School Building,1,3180,2317,Carried
Spring ISD,ISD,Harris,11/8/16,330000000,Building,School Building and Security,1,29040,11447,Carried
Groom ISD,ISD,Carson,11/8/16,19500000,Building,School Building,1,291,66,Carried
Trinity ISD,ISD,Trinity,11/8/16,11300000,Building,School Building,1,1624,946,Carried
Smithville ISD,ISD,Bastrop,11/8/16,35000000,Building,School Building,1,2541,1902,Carried
Whitehouse ISD,ISD,Smith,11/8/16,87410000,Building,School Building,1,5748,4874,Carried
Whitehouse ISD,ISD,Smith,11/8/16,7390000,Building,Sports Complex,2,5632,4951,Carried
Pecos-Barstow-Toyah ISD,ISD,Reeves,11/8/16,25000000,Building,School  Building,1,1,0,Carried
Corpus Christi ISD,ISD,Nueces,11/8/16,194565000,Building,School Building,1,35611,21947,Carried
Pearland ISD,ISD,Brazoria,11/8/16,220000000,Building,School Building and Technology,1,21691,13273,Carried
San Antonio ISD,ISD,Bexar,11/8/16,450000000,Building,School Building,1,49645,19636,Carried
Midlothian ISD,ISD,Ellis,11/8/16,268000000,Building,School Building/Stadium,1,9068,6564,Carried
Santa Fe ISD,ISD,Galveston,11/8/16,34565000,Building,School Building,1,4334,3366,Carried
Rosebud-Lott ISD,ISD,Falls-Milam-Bell,11/8/16,12000000,Building,School Building,1,563,536,Carried
Azle ISD,ISD,Tarrant,11/8/16,59500000,Building,School Building,1,5941,2419,Carried
Fayetteville ISD,ISD,Fayette,11/8/16,1250000,Other,Athletic Facility,2,372,330,Carried
Brock ISD,ISD,Parker,11/8/16,18000000,Building,School Building,1,1378,1283,Carried
Fayetteville ISD,ISD,Fayette,11/8/16,4950000,Building,Gymnasium,3,356,352,Carried
Somerset ISD,ISD,Bexar,11/8/16,10000000,Building,School Building,1,1519,581,Carried
El Paso ISD,ISD,El Paso,11/8/16,668695577,Building,School Building,1,45480,36906,Carried
Fayetteville ISD,ISD,Fayette,11/8/16,1750000,Building,School Building and Buses,1,485,235,Carried
Schertz-Cibolo-U City ISD,ISD,Guadalupe,11/8/16,137000000,Building,School Building,1,18553,5673,Carried
Blaketree MUD 1,WD,Montgomery,11/8/16,70000000,Other,Road,3,1,0,Carried
Blaketree MUD 1,WD,Montgomery,11/8/16,28500000,Refund,Parks & Recreation Refunding,6,1,0,Carried
Blaketree MUD 1,WD,Montgomery,11/8/16,168000000,Other,"Water, Sewer & Drainage",1,1,0,Carried
Kaufman County FWSD 6,WD,Kaufman,11/8/16,66000000,Other,"Water, Sewer & Drainage",2,1,0,Carried
Clear Lake City WA,WD,Harris,11/8/16,88000000,Other,"Water, Sewer & Drainage",1,13532,8588,Carried
Clear Lake City WA,WD,Harris,11/8/16,132000000,Refund,Refunding,2,1,0,Carried
Fayette County WCID-Monument Hill,WD,Fayette,11/8/16,1720000,Other,Waterworks and Sewer System,1,173,33,Carried
Blaketree MUD 1,WD,Montgomery,11/8/16,252000000,Refund,"Water, Sewer, Drainage & Refunding",2,1,0,Carried
Blaketree MUD 1,WD,Montgomery,11/8/16,105000000,Refund,Roads & Refunding Roads,4,1,0,Carried
Sabine Pass Port Authority,WD,Jefferson,11/8/16,7500000,Renovations,Port Improvements,1,91,71,Carried
Blaketree MUD 1,WD,Montgomery,11/8/16,19000000,Other,Parks & Recreation,5,1,0,Carried
Kaufman County FWSD 6,WD,Kaufman,11/8/16,59000000,Other,Road,1,1,0,Carried
Kaufman County FWSD 6,WD,Kaufman,11/8/16,88500000,Refund,"Roads, Refunding",3,1,0,Carried
Kaufman County FWSD 6,WD,Kaufman,11/8/16,99000000,Refund,"Water, Sewer, Drainage & Refunding",4,1,0,Carried
Bayview MUD,WD,Galveston,11/6/16,5000000,Programs,"Water, Sewer & Refunding",1,240,63,Carried
Harris County MUD 061,WD,Harris,7/26/16,14000000,Other,Parks & Recreation,1,1,0,Carried
Northwest Harris County MUD 10,WD,Harris,5/17/16,50000000,Other,"Water, Sewer & Drainage",1,1,0,Carried
Red Oak,CITY,Ellis,5/7/16,17255000,Programs,Parks & Recreation,1,413,517,Defeated
Leander,CITY,Williamson,5/7/16,18000000,Building,Recreation Center,4,753,542,Carried
Allen,CITY,Collin,5/7/16,24445000,Programs,Public Safety,1,3772,645,Carried
Kaufman,CITY,Kaufman,5/7/16,6630000,Building,City Hall & Police Department,2,94,29,Carried
Allen,CITY,Collin,5/7/16,1770000,Other,Public Art,5,2409,1977,Carried
Willow Park,CITY,Parker,5/7/16,2200000,Renovations,Road Repairs,2,327,174,Carried
Allen,CITY,Collin,5/7/16,16045000,Building,Public Facility,3,3342,1052,Carried
Lake Jackson,CITY,Brazoria,5/7/16,800000,Other,Drainage,4,748,149,Carried
Leander,CITY,Williamson,5/7/16,22800000,Programs,Transportation Projects,1,877,425,Carried
Lake Jackson,CITY,Brazoria,5/7/16,500000,Other,Traffic Signals,5,625,275,Carried
Lake Jackson,CITY,Brazoria,5/7/16,9900000,Other,Downtown Area,1,717,185,Carried
Kaufman,CITY,Kaufman,5/7/16,4200000,Renovations,Streets & Roads,1,114,10,Carried
Allen,CITY,Collin,5/7/16,27000000,Programs,Parks & Recreation,2,3524,891,Carried
Lake Jackson,CITY,Brazoria,5/7/16,1000000,Other,Street & Bridge,2,693,203,Carried
Leander,CITY,Williamson,5/7/16,4185400,Building,Senior Center,3,687,608,Carried
Beeville,CITY,Bee,5/7/16,4500000,Other,Water,1,466,353,Carried
Portland,CITY,San Patricio,5/7/16,25200000,Programs,Parks & Recreation,1,455,444,Carried
Allen,CITY,Collin,5/7/16,23890000,Renovations,Streets & Drainage,4,3867,552,Carried
Willow Park,CITY,Parker,5/7/16,4500000,Building,Public Safety Building,1,298,213,Carried
Commerce,CITY,Hunt,5/7/16,575000,Renovations,Renovating Public Library,1,322,106,Carried
Leander,CITY,Williamson,5/7/16,26650000,Programs,Parks & Recreation,2,798,501,Carried
Lake Jackson,CITY,Brazoria,5/7/16,3800000,Other,Streets & Sidewalks,3,753,145,Carried
Hardin-Jefferson ISD,ISD,Hardin,5/7/16,1750000,Other,Athletic Facility Improvements,2,352,442,Defeated
Perrin-Whitt CISD,ISD,Jack,5/7/16,2500000,Building,Athletic Facilities & School Building,1,64,1006,Defeated
Weslaco ISD,ISD,Hidalgo,5/7/16,109000000,Building,"School Building, Renovations & Athletics",1,617,1005,Defeated
Muenster ISD,ISD,Cooke,5/7/16,3250000,Other,Computers & Buses,1,241,379,Defeated
Huckabay ISD,ISD,Erath,5/7/16,6290000,Building,School Buildings,1,145,359,Defeated
Grapeland ISD,ISD,Houston,5/7/16,9600000,Building,New School Building & Transportation,1,237,260,Defeated
Woodville ISD,ISD,Tyler,5/7/16,30000000,Building,"School Building, Atheltics, Renovations",1,182,640,Defeated
Dublin ISD,ISD,Erath,5/7/16,10000000,Renovations,Renovations & Athletic Facilities,1,209,278,Defeated
Douglass ISD,ISD,Nacogdoches,5/7/16,7000000,Renovations,School Additions & Renovations,1,320,406,Defeated
Campbell ISD,ISD,Hunt,5/7/16,5000000,Renovations,Renovations & Buses,1,98,223,Defeated
La Feria ISD,ISD,Cameron,5/7/16,14000000,Renovations,Renovations,1,375,633,Defeated
Harleton ISD,ISD,Harrison,5/7/16,11750000,Renovations,"Acquisition, Renovation & Equipment ",1,155,509,Defeated
Schulenburg ISD,ISD,Fayette,5/7/16,350000,Programs,Athletics,2,378,389,Defeated
Pilot Point ISD,ISD,Denton,5/7/16,13650000,Renovations,"School Additions, Athletics, & Land Acquisition",1,461,660,Defeated
Donna ISD,ISD,Hidalgo,5/7/16,22000000,Building,School Building,1,843,1450,Defeated
North Lamar ISD,ISD,Lamar,5/7/16,56000000,Building,School Building,1,705,948,Defeated
West Hardin County CISD,ISD,Hardin,5/7/16,12500000,Building,School Building,1,155,465,Defeated
Judson ISD,ISD,Bexar,5/7/16,51165000,Renovations,Upgrades & Additions to High School,3,1198,1292,Defeated
Callisburg ISD,ISD,Cooke,5/7/16,13000000,Building,School Building,1,485,576,Defeated
La Vernia ISD,ISD,Wilson,5/7/16,33215000,Renovations,"Renovations, Band Hall & Technology ",1,293,1246,Defeated
Roscoe Collegiate ISD,ISD,Nolan,5/7/16,5000000,Building,School Building,1,134,158,Defeated
Pewitt ISD,ISD,Morris,5/7/16,16000000,Renovations,"Renovations, Safety & Security",1,275,335,Defeated
Cross Plains ISD,ISD,Callahan,5/7/16,2975000,Building,School Building,1,149,180,Defeated
Plano ISD,ISD,Collin,5/7/16,481000000,Renovations,"Renovations, Fine Arts, Technology, Safety &  Security ",1,8039,2196,Carried
Chisum ISD,ISD,Lamar,5/7/16,4600000,Building,Auditorium,2,158,115,Carried
Wimberley ISD,ISD,Hays,5/7/16,500000,Renovations,Replace Athletic Turf,2,1014,581,Carried
Fruitvale ISD,ISD,Van Zandt,5/7/16,1500000,Building,School Building & Buses,1,1,0,Carried
Boerne ISD,ISD,Kendall,5/7/16,175000000,Building,"New Schools, Renovations, Technology, Safety & Security ",1,2895,1079,Carried
Lubbock-Cooper ISD,ISD,Lubbock,5/7/16,208200000,Building,New School Buildings & Additions,1,2103,1151,Carried
Munday CISD,ISD,Knox,5/7/16,8000000,Building,School Building,1,265,117,Carried
Sealy ISD,ISD,Austin,5/7/16,43220000,Renovations,School Additions & Renovations,1,758,224,Carried
Era ISD,ISD,Cooke,5/7/16,3300000,Renovations,"Athletics, Renovations, & Parking",1,184,129,Carried
Richardson ISD,ISD,Dallas,5/7/16,437085000,Renovations,"Maintenance, Renovations, Technology & Library Improvements ",1,6368,3139,Carried
Agua Dulce ISD,ISD,Nueces,5/7/16,5000000,Renovations,School Renovation,1,119,27,Carried
Round Top-Carmine ISD,ISD,Fayette,5/7/16,2385000,Building,School Buidling & Transportation,1,204,40,Carried
East Central ISD,ISD,Bexar,5/7/16,86100000,Building,"New School Building, Performing Arts Center, Additions & Renovations ",1,799,459,Carried
Judson ISD,ISD,Bexar,5/7/16,73080000,Building,New School Buildings,2,1458,1036,Carried
McKinney ISD,ISD,Collin,5/7/16,220000000,Renovations,"School Additions, Renovations, Safety & Security, & New Athletic Facility ",1,6870,4244,Carried
Clifton ISD,ISD,Bosque,5/7/16,18010000,Building,New Elementary School,1,893,417,Carried
Industrial ISD,ISD,Jackson,5/7/16,25000000,Building,School Building,1,122,118,Carried
Judson ISD,ISD,Bexar,5/7/16,5200000,Other,Repairs,4,1317,1171,Carried
Venus ISD,ISD,Johnson,5/7/16,30000000,Renovations,Renovations & Athletics,1,152,129,Carried
Liberty Hill ISD,ISD,Williamson,5/7/16,35000000,Building,"New School Building, Renovations & Land Acquisition ",1,618,295,Carried
Tahoka ISD,ISD,Lynn,5/7/16,9000000,Building,School Building,1,273,194,Carried
Cleburne ISD,ISD,Johnson,5/7/16,130558461,Building,"New School, Renovations & Technology ",1,2973,1425,Carried
Terrell ISD,ISD,Kaufman,5/7/16,45000000,Building,"School Building, Learning Center & Renovations ",1,1453,849,Carried
Rio Hondo ISD,ISD,Cameron,5/7/16,20000000,Building,School Building,1,80,42,Carried
Sweetwater ISD,ISD,Nolan,5/7/16,13000000,Building,School Building and Technolog,1,438,383,Carried
Liberty-Eylau ISD,ISD,Bowie,5/7/16,19900000,Renovations,Renovations,1,484,243,Carried
Sheldon ISD,ISD,Harris,5/7/16,285000000,Building,"School Building, Buses & Technology",1,210,88,Carried
Melissa ISD,ISD,Collin,5/7/16,150000000,Renovations,"Renovations, Land Acquisition, & Buses",1,750,109,Carried
Anna ISD,ISD,Collin,5/7/16,155000000,Building,New Schools,1,413,172,Carried
Goodrich ISD,ISD,Polk,5/7/16,3000000,Renovations,Renovations & Buses,1,66,61,Carried
Galena Park ISD,ISD,Harris,5/7/16,290000000,Building,New School Building & Renovations,1,561,215,Carried
Coppell ISD,ISD,Dallas,5/7/16,249040000,Renovations,"Student Growth, Safety and Security, Technology, Renovations, District Wide Improvements ",1,2714,2650,Carried
Grapevine-Colleyville ISD,ISD,Tarrant,5/7/16,248975000,Programs,"Additions, Technology, Infrastructure, & Safety",1,4075,3450,Carried
Santa Maria ISD,ISD,Cameron,5/7/16,9410000,Building,School Building,1,99,31,Carried
Lockney ISD,ISD,Floyd,5/7/16,3335000,Building,Athletic Facilities,2,288,198,Carried
Wimberley ISD,ISD,Hays,5/7/16,6000000,Building,School Bulding & Buses,1,1188,421,Carried
Ganado ISD,ISD,Jackson,5/7/16,24430000,Building,School Building,1,219,43,Carried
Dickinson ISD,ISD,Galveston,5/7/16,70000000,Building,School Building,1,1013,337,Carried
Nocona ISD,ISD,Montague,5/7/16,15100000,Building,School Building (High School),1,552,426,Carried
Highland ISD,ISD,Nolan,5/7/16,7500000,Building,Schoold Building,1,68,18,Carried
Lockney ISD,ISD,Floyd,5/7/16,3335000,Renovations,"School Additions, Renovation & Buses ",1,345,140,Carried
Pittsburg ISD,ISD,Camp,5/7/16,11000000,Renovations,"Gym, Renovations",1,601,330,Carried
Tornillo ISD,ISD,El Paso,5/7/16,10000000,Renovations,Renovations & Athletic Facilities,1,54,35,Carried
Normangee ISD,ISD,Leon,5/7/16,12000000,Renovations,Renovations & Security,1,272,73,Carried
Clifton ISD,ISD,Bosque,5/7/16,7345000,Building,Auditorium,2,734,642,Carried
Somerville ISD,ISD,Burleson,5/7/16,12600000,Building,School Building,1,493,485,Carried
Timpson ISD,ISD,Shelby,5/7/16,9500000,Building,School Building & Buses,1,260,238,Carried
Medina Valley ISD,ISD,Medina,5/7/16,78000000,Renovations,New School Building & Renovations,1,417,115,Carried
Anahuac ISD,ISD,Chambers,5/7/16,15000000,Renovations,Athletic Facilities & Renovations,1,404,169,Carried
Wolfe City ISD,ISD,Hunt,5/7/16,2500000,Building,School Building,1,185,69,Carried
Blanco ISD,ISD,Blanco,5/7/16,800000,Other,School Building & Buses,1,1,0,Carried
Dimmitt ISD,ISD,Castro,5/7/16,24660000,Building,School Building & Security,1,272,72,Carried
Chisum ISD,ISD,Lamar,5/7/16,3865000,Building,Multi-Purpose Center,3,144,129,Carried
Rusk ISD,ISD,Cherokee-Rusk,5/7/16,7500000,Renovations,Renovations,1,434,107,Carried
Midway ISDa,ISD,Clay,5/7/16,6300000,Building,School Building,1,183,52,Carried
Liberty-Eylau ISD,ISD,Bowie,5/7/16,985000,Building,Athletic Facilities,2,461,259,Carried
Culberson County-Allamoore ISD,ISD,Culberson,5/7/16,30000000,Building,New Construction & Facility Improvements ,1,394,264,Carried
Aransas Pass ISD,ISD,San Patricio,5/7/16,17900000,Building,"New School, Upgrades, Athletics",1,517,350,Carried
Chisum ISD,ISD,Lamar,5/7/16,18475000,Renovations,School Renovations,1,169,109,Carried
Bonham ISD,ISD,Fannin,5/7/16,30000000,Building,"New Schools, Additions & Renovations ",1,977,456,Carried
Huffman ISD,ISD,Harris,5/7/16,44100000,Renovations,"Additions, Renovations, Safety & Secuirty ",1,666,344,Carried
Seymour ISD,ISD,Baylor,5/7/16,4500000,Building,Auditorium,1,266,183,Carried
Hardin-Jefferson ISD,ISD,Hardin,5/7/16,5450000,Building,School  Building,1,401,392,Carried
Wall ISD,ISD,Tom Green,5/7/16,19700000,Building,School Building & Renovations,1,678,538,Carried
Manor ISD,ISD,Travis,5/7/16,86000000,Building,School Buildings & Buses,1,896,462,Carried
Judson ISD,ISD,Bexar,5/7/16,135900000,Renovations,Renovations,1,1416,1086,Carried
Crosbyton ISD,ISD,Crosby,5/7/16,10000000,Building,School  Building,1,204,143,Carried
Clyde CISD,ISD,Callahan,5/7/16,7000000,Building,School Building,1,358,2,Carried
Silverton ISD,ISD,Briscoe,5/7/16,10400000,Building,School Building and Security,1,271,38,Carried
Fort Elliott CISD,ISD,Wheeler,5/7/16,5000000,Building,School  Building,1,1,0,Carried
Splendora ISD,ISD,Montgomery,5/7/16,30000000,Renovations,"School Building, Renovations and Athletic Facilities ",1,254,245,Carried
Schulenburg ISD,ISD,Fayette,5/7/16,5600000,Renovations,Renovations,1,427,348,Carried
Harris County MUD 257,WD,Harris,5/7/16,26000000,Other,Parks & Recreation,2,1,0,Carried
Kaufman County FWSD 1C,WD,Kaufman,5/7/16,19250000,Other,Road,1,1,0,Carried
Kaufman County FWSD 1C,WD,Kaufman,5/7/16,30165000,Refund,Refunding,1,1,0,Carried
Southeast Regional Management District,WD,"Harris, Montgomery",5/7/16,200000000,Refund,"Water, Sewer, Drainage & Refunding",2,1,0,Carried
Lamar Improvement District,WD,Aransas,5/7/16,140150000,Refund,"Water, Sewer, Drainage & Refunding",1,1,0,Carried
Travis County MUD 22,WD,Travis,5/7/16,12500000,Programs,Road,3,2,0,Carried
Travis County MUD 22,WD,Travis,5/7/16,7250000,Programs,Parks & Recreation,2,2,0,Carried
Bell County MUD 2,WD,Bell,5/7/16,177000000,Programs,Water,1,2,0,Carried
Williamson County MUD 23,WD,Williamson,5/7/16,120000000,Refund,Road & Refunding Roads,2,1,0,Carried
